"Work","Expression","Manifestation","Title","Lang","Author"
"W202","E184","M237","Voor-reden ende tusschen-spraken van Fabula comica","Latin","Haarlemse rederijker"
"W202","E184","M237","Voor-reden ende tusschen-spraken van Fabula comica","Latin","Cornelius Schonaeus"
"W203","E185","M240","San Antonio Magno. Sacada de la vida de San Antoni","Spanish","Jesuits of Brussel"
"W204","E186","M244","Svbiect de la tragicomedie de Ioseph= tiree dv cha","French","Jesuits of Tournai"
"W205","E187","M246","Haema-Christias","French","Jesuits of Brugge"
"W205","E187","M246","Haema-Christias","Latin","Jesuits of Brugge"
"W205","E187","M246","Haema-Christias, van het H. Bloet ons Heeren Iesv ","Dutch","Jesuits of Brugge"
"W206","E188","M248","Divus Eustachius, sive Fidei et Patientiae triumph","Latin","Nicolaus Vernulaeus"
"W207","E189","M249","Albert, cardinal et evesque de Liège","French","Jesuits of Brussel"
"W208","E190","M251","Comedie Isabelle= fille d'Andre ii. Roy d'Hongrie=","French","Jesuits of Brussel"
"W209","E191","M252","Dives Epulo","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W210","E192","M261","Theophilus","Latin","Nicasius Baxius"
"W211","E193","M271","Legio Thebaea","Latin","Jesuits of Antwerpen"
"W212","E194","M275","Bardas","Latin","Jesuits of Antwerpen"
"W213","E195","M276","Empereur Henry et Kunégunde","French","Jesuits of Mechelen"
"W214","E196","M277","Ieroboam","Latin","Jesuits of Brugge"
"W215","E197","M278","Keyser Mauritius","Dutch","Jesuits of Bergues"
"W216","E198","M280","Domus evangelici patris familias","Latin","Joannes Surius"
"W217","E199","M281","Lucta carnis et spiritus in S. Augustini conversio","Latin","Joannes Surius"
"W218","E200","M282","Heylighen ende onverwonnen bisschop van Milanen Am","Dutch","Jesuits of Gent"
"W219","E201","M283","B. Mariae Magdalenae erotici threni","Latin","Joannes Surius"
"W220","E202","M286","Trebellivs koninck van Bvlgarien","Dutch","Jesuits of Roermond"
"W221","E203","M287","Ambrosias","Latin","Joannes Surius"
"W222","E204","M288","Baiazetes Ottomanus Turcarum Imperator","Latin","Jesuits of Ieper"
"W223","E205","M289","Iason comedia Leonina","Latin","Jesuits of Brussel"
"W224","E206","M290","Iovianus","Latin","Joannes Surius"
"W225","E207","M291","Martyrium Antiocheni","Latin","Jesuits of Gent"
"W226","E208","M292","Mauritius imperator","Latin","Jesuits of Mechelen"
"W227","E209","M293","Vertoogh-spel van het Leven des Heijlighen Henricu","Dutch","Jesuits of Roermond"
"W228","E210","M294","Pendularia","Latin","Nicolaus Susius"
"W229","E211","M301","Zeno Isauricus","Dutch","Jesuits of Cassel"
"W230","E212","M302","B. Nicolai Maraei liberalis animus","Latin","Joannes Surius"
"W231","E213","M303","Absalonis moesta catastrophe","Latin","Joannes Surius"
"W232","E214","M304","Conjugium B. Madelgarii cum B. Waldetrude","Latin","Joannes Surius"
"W233","E215","M305","Drama jambicum de paenitentia Theophili","Latin","Joannes Surius"
"W234","E216","M307","S. Procopii conversio","Latin","Joannes Surius"
"W235","E217","M308","Balduinus imperator Constantinopolitanus","Latin","Jesuits of Kortrijk"
"W235","E217","M308","Baudewyn graeff van Vlaenderen ende Henegauwe, key","Dutch","Jesuits of Kortrijk"
"W236","E218","M309","Esther","Latin","Jacob Zevecotius"
"W237","E219","M311","Scientissimi custodis gubernatorisque reipublicae ","Latin","Joannes Surius"
"W238","E220","M312","Tragedie: vanden h. Thomas aerts-bisschop van Cant","Dutch","Jesuits of Gent"
"W239","E221","M313","Ulyssias","Latin","Joannes Surius"
"W240","E222","M314","S. Ignatius de Loiola, instelder der societeyt Jes","Dutch","Jesuits of Bergues"
"W241","E223","M315","Thomas Morvs.","Latin","Jesuits of Roermond"
"W242","E224","M316","Trebellius rex Bulgarorum","Latin","Jesuits of Mechelen"
"W243","E225","M317","Esther","Latin","Jacob Zevecotius"
"W244","E226","M319","Gloria posthuma virtutum Albertus","Latin","Jesuits of Gent"
"W245","E227","M320","Representations pieuses faictes en la represence d","French","Jesuits of Gent"
"W246","E228","M322","Titvm Iaponem tragico-comoediam s. Francisco Xaver","Latin","Jesuits of Mechelen"
"W247","E229","M324","Balduinus, Grave van Vlaenderen, Keyser van Consta","Dutch","Jesuits of Brugge"
"W248","E230","M325","Daniel","Dutch","Jesuits of Bailleul"
"W249","E231","M326","Den heylighen Martinvs bisschop van Tovrs= ende pa","Dutch","Jesuits of Kortrijk"
"W250","E232","M327","Gallicanus","Latin","Jesuits of Mechelen"
"W251","E233","M328","Ghedaghtenisse des doots, vertoont inden persoon v","Dutch","Jesuits of Aalst"
"W252","E234","M330","Absalon","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W252","E234","M330","Absalon","Latin","Jesuits of Gent"
"W253","E235","M331","David. Sterck, gheluckich, ende goedertieren teghe","Dutch","Jesuits of Antwerpen"
"W254","E236","M332","Honnevr, indvstrie, et travail excitent les hommes","French","Jesuits of Halle"
"W255","E237","M335","Thomas Morus, Cancellier van Enghelant","Dutch","Jesuits of Kortrijk"
"W256","E238","M336","Vervolginghe van Michael Arimandonus","Dutch","Jesuits of Bailleul"
"W257","E239","M337","Herodes ascalonita","Latin","Jesuits of Bailleul"
"W258","E240","M338","Savl onghehoorsaem wort berooft van siin riick end","Dutch","Jesuits of Bergues"
"W259","E241","M339","Actio declamatoria","Latin","Jesuits of Brugge"
"W260","E242","M340","Apollonivs Tyanaevs.","Dutch","Jesuits of Ieper"
"W261","E243","M342","Norbert","French","Jesuits of Antwerpen"
"W262","E244","M343","Abimelech","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W263","E245","M347","Het Christen-saet van Iaponien","Dutch","Jesuits of Dunkerque"
"W264","E246","M353","Het vonnisse van Anastasius","Dutch","Jesuits of Ieper"
"W265","E247","M355","Ioannes Protasius Arimandonus","Latin","Jesuits of Antwerpen"
"W266","E248","M360","Sedechias","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W267","E249","M364","Balthasar, sone van Nabuchodonosor, den lesten con","Dutch","Jesuits of Antwerpen"
"W268","E250","M365","Eustachius drama como-tragicum","Latin","Jesuits of Gent"
"W269","E251","M367","Isacius Angelus Keyser van Constantinopelen","Dutch","Jesuits of Ieper"
"W270","E252","M368","Umfredus","Latin","Jesuits of Antwerpen"
"W271","E253","M372","Nicephorus ende Sapricius","Dutch","Jesuits of Aalst"
"W272","E254","M373","Andronicus Comnenus","French","Augustinians of Gent"
"W273","E255","M374","D. Servatii Tungrensium, Trajectensiumque episcopi","Latin","Jesuits of Brugge"
"W274","E256","M375","Le martyr de Theodore general d'arme'e de l'empere","French","Jesuits"
"W275","E257","M377","P. Gonzalvus Silveira","Dutch","Jesuits of Cassel"
"W276","E258","M378","S. Stanislavs Cracoviensis episcopvs et martyr","Latin","Jesuits of Mechelen"
"W277","E259","M379","Sainct Gallican","French","Jesuits of Brussel"
"W278","E260","M380","Occupationem pessimam dedit Deus filiis hominum","Latin","Jesuits of Brugge"
"W279","E261","M383","David voor-vluchtisch","Dutch","Jesuits of Cassel"
"W280","E262","M384","Den H. Libertus Martelaer","Dutch","Oratorians of Mechelen"
"W281","E263","M385","Divinae iustitiae theatrum sive Maria Othonis III ","Latin","Theodorus Wallaeus"
"W282","E264","M390","Lidericus sive justicia incorrupta","Latin","Jesuits of Mechelen"
"W283","E265","M391","Mauritius den Keyser","Dutch","Jesuits of Kortrijk"
"W284","E266","M392","Daniel in de kuyl der leeuwen","Dutch","Augustinians of Gent"
"W285","E267","M393","Nabvchodonosor","French","Jesuits of Mechelen"
"W286","E268","M400","Triomphe der Goddelycke liefde","Dutch","Jesuits of Kortrijk"
"W287","E269","M402","Artabanus","Latin","Augustinians of Gent"
"W288","E270","M403","Manasses Coninck van het Ioodsche landt","Dutch","Jesuits of Aalst"
"W289","E271","M404","Manasses pii Ezeciae filius","Latin","Jesuits of Antwerpen"
"W290","E272","M405","Theodoricus Arians-ketter, koninck der Gothen ende","Dutch","Jesuits of Bergues"
"W291","E273","M406","Theophilvs","Latin","Jesuits of Oudenaarde"
"W292","E274","M407","D. Antonius magnus eremi cultor","Latin","Jesuits of Antwerpen"
"W293","E275","M408","Ioseph den Patriarche","Dutch","Jesuits of Halle"
"W294","E276","M409","La vierge Marie dame des Hongrois ov Estienne: pre","French","Jesuits of Mechelen"
"W295","E277","M410","Nabuchodonosor Coninck van Babylonien","Dutch","Jesuits of Aalst"
"W296","E278","M411","Romanus Diogenes Constantinopolitanus imperator","Latin","Jesuits of Brussel"
"W297","E279","M412","Salomon van synen vader ghestelt in het riick","Dutch","Jesuits of Bergues"
"W298","E280","M413","Salomon, wys door Gotds gave, sot door vrauwen-lie","Dutch","Jesuits of Brugge"
"W299","E281","M415","Theodoricus Coninck van Italien","Dutch","Jesuits of Aalst"
"W300","E282","M416","Joseph","Latin","Jacobus Libenius"
"W301","E283","M417","Blind-recht","Dutch","Jesuits of Ieper"
"W302","E284","M418","Chosroes","Latin","Ludovicus Cellotius"
"W302","E284","M418","Chosroes","Latin","Jesuits of Paris"
"W303","E285","M419","Crispus","Latin","Bernardinis Stephonius Sabinus"
"W304","E286","M420","Flavia","Latin","Bernardinis Stephonius Sabinus"
"W305","E287","M421","Jovinianus, Romanorum Imperator","Latin","Jesuits of Kortrijk"
"W306","E288","M422","Manassus Joodschen coningh","Dutch","Jesuits of Ieper"
"W307","E289","M423","Mauritius keyser vanden Oosten, van Godt ghestraft","Dutch","Jesuits of Brugge"
"W308","E290","M424","Nabuchodonosor wordt door sonde van Mensch’ in Bee","Dutch","Jesuits of Ieper"
"W309","E291","M425","s. Adrianvs martyr","Latin","Ludovicus Cellotius"
"W309","E291","M425","s. Adrianvs martyr","Latin","Jesuits of Paris"
"W310","E292","M426","Sapor Admonitvs","Latin","Ludovicus Cellotius"
"W310","E292","M426","Sapor Admonitvs","Latin","Jesuits of Paris"
"W311","E293","M427","Sapricio-Nicephorus","Latin","Jesuits of Antwerpen"
"W312","E294","M428","Suevia","Latin","Alexander Donatus"
"W313","E295","M431","Pompeius Magnus","Latin","Joannes Chrysostomus Loots"
"W314","E296","M433","Alexander et Mechtildis regis Scotorum liberi","Latin","Jesuits of Brussel"
"W315","E297","M434","Allegoria pastoritia","Latin","Jesuits of Antwerpen"
"W316","E298","M435","De blyde inkomste van syne conincklycke hoogheydt ","Dutch","Jesuits of Antwerpen"
"W317","E299","M436","Gloria S. Benedicti Montes Sacri Cassinus, Serratu","Latin","Jesuits of Gent"
"W318","E300","M437","Hesione Belgica","Latin","Oratorians of Mechelen"
"W319","E301","M438","Ioannes Angliae rex","Latin","Jesuits of Antwerpen"
"W320","E302","M439","Ioannes Zemisces keyser van Constantinopelen verwi","Dutch","Jesuits of Gent"
"W321","E303","M442","Tragicomedie s. Sebastien martyr","French","Jesuits of Oudenaarde"
"W322","E304","M448","Adolescens ad meliorem frugem conversus vi Dominic","Latin","Jesuits of Antwerpen"
"W323","E305","M449","De gheveynstheyt wort ondeckt in eenen doctoor van","Dutch","Jesuits of Ieper"
"W324","E306","M450","Gvilielmvs eerst hertoghe van Aqvitanien van S. Av","Dutch","Augustinians of Leuven"
"W325","E307","M451","Mauritius","Latin","Jesuits of Antwerpen"
"W326","E308","M452","Sebastianus rex Monomotapae","Latin","Jesuits of Antwerpen"
"W327","E309","M453","De waerheyt ende de liefde","Dutch","Jesuits of Ieper"
"W328","E310","M454","Diogenes den Philosooph","Dutch","Jesuits of Cassel"
"W329","E311","M456","Ivventvs Edmvndi","Latin","Jesuits of Brussel"
"W330","E312","M457","Kracht vande goede ende quaede op-voedinghe","Dutch","Jesuits of Bergues"
"W331","E313","M458","Manasses","Latin","Jesuits of Antwerpen"
"W332","E314","M459","Philargyrus amentiae humanae exemplum","Latin","Jesuits of Kortrijk"
"W333","E315","M460","Regnvm deo rebellem respuit, subditum asciscit in ","Latin","Jesuits of Antwerpen"
"W334","E316","M461","Septenarivs Brvxellae in septimontio romano illust","Latin","Jesuits of Brussel"
"W335","E317","M462","Trebellivs roy de Bvlgarie","French","Jesuits of Béthune"
"W336","E318","M463","Drama comicum amputandum putabam","Latin","Jesuits of Antwerpen"
"W337","E319","M464","Conversio S. Augustini","Latin","Jesuits of Brussel"
"W338","E320","M465","Den bewaer-enghel verthoont in Raphaël den mede-ge","Dutch","Jesuits of Ieper"
"W339","E321","M466","Error tragicus in Iosepho Agnito","Latin","Jesuits of Brussel"
"W340","E322","M467","Gonzalus Silveria","Dutch","Jesuits of Mechelen"
"W341","E323","M468","Ioannes Calybita","Dutch","Jesuits of Roermond"
"W342","E324","M469","Ioannes Zemisces keyser van Constantinopelen","Dutch","Jesuits of Kortrijk"
"W343","E325","M470","Lidericus oppersten jagher oft forestier van Vlaen","Dutch","Jesuits of Gent"
"W344","E326","M471","Mirakel van Calvinus, ghedaen tot bevestinghe ende","Dutch","Jesuits of Gent"
"W345","E327","M472","De offerande van Abraham","Dutch","Jesuits of Ieper"
"W346","E328","M473","Salomon, coninck van Israël","Dutch","Jesuits of Aalst"
"W347","E329","M475","Tragi-comoedia s. Wernervs martyr","Latin","Jesuits of Antwerpen"
"W348","E330","M476","Voluptas somnium","Latin","Jesuits of Bergues"
"W349","E331","M477","Kennethus","Dutch","Jesuits of Brugge"
"W350","E332","M478","Arsaces Armeniae rex","Latin","Jesuits of Antwerpen"
"W351","E333","M479","Gloriosus B. Matris Theresae de subacto mundo triu","Latin","Joannes Chrysostomus Loots"
"W352","E334","M484","Boëtius","Dutch","Jesuits of Kortrijk"
"W353","E335","M487","Divus Alexander cognomento carbonarius","Latin","Fredericus Piroüel"
"W354","E336","M488","Divus Canutus martyr","Latin","Fredericus Piroüel"
"W355","E337","M489","Drama s. Theodorvs martyr","Latin","Jesuits of Antwerpen"
"W356","E338","M491","Elko abbas Lidlumensium, ordinis praemonstratensis","Latin","Fredericus Piroüel"
"W357","E339","M492","Exilium Tarquinii","Latin","Augustinians of Gent"
"W358","E340","M493","Humfredus","Latin","Jesuits of Mechelen"
"W359","E341","M494","Innocentiae convivium","Latin","Jesuits of Brussel"
"W360","E342","M495","Ionckheydt vanden H. Ioannes Baptista","Dutch","Jesuits of Aalst"
"W361","E343","M498","Justus martelaer","Dutch","Jesuits of Gent"
"W362","E344","M502","Pseudo-Balduinus vulgo peregrinus Longobardus","Latin","Fredericus Piroüel"
"W363","E345","M504","Recta edvcatio","Latin","Jesuits of Brussel"
"W364","E346","M505","Ryckenvreck ende Lazarus","Dutch","Jesuits of Aalst"
"W365","E347","M506","Sapricio-Nicephorus","Latin","Jesuits of Brussel"
"W366","E348","M508","Sigismundus coninck van Burgundien","Dutch","Jesuits of Bergues"
"W367","E349","M517","Landelinus","Latin","Jesuits of Antwerpen"
"W368","E350","M518","Action theatrale des devx contraires estandarts: d","French","Jesuits of Brussel"
"W369","E351","M519","Begintsel ende voort-ganck vande Societeyt Iesu","Dutch","Jesuits of Halle"
"W370","E352","M520","Clvchtigh ende iammerlyck eynde van kermissen ende","Dutch","Jesuits of Halle"
"W371","E353","M521","De duobus vexillis Christi et Luciferi, sive S. Ig","Latin","Jesuits of Brussel"
"W372","E354","M522","Den vrvchtbarighen aerbeyt der Societeyt Iesv door","Dutch","Jesuits of Gent"
"W373","E355","M523","Drama. de waerheyt","Dutch","Jesuits of Cassel"
"W374","E356","M524","Eere Godts over de vier gewesten des werelts door ","Dutch","Jesuits of Brugge"
"W375","E357","M525","Fratrum discordia felix sive Stanislaus fuga victo","Latin","Jesuits of Saint-Omer"
"W376","E358","M526","La compagnie de Iesus esparse par tovt le monde","French","Jesuits of Dunkerque"
"W377","E359","M527","Ludi seculares","Latin","Jesuits of Roermond"
"W378","E360","M528","Lvdvs saecvlaris de ortv et progressv Societatis I","Latin","Jesuits of Antwerpen"
"W379","E361","M531","Sangvis sangvinem","Latin","Jesuits of Saint-Omer"
"W380","E362","M532","Societeyt Iesu in haer eerste eeuvve cloeckelijck ","Dutch","Jesuits of Bergues"
"W381","E363","M533","Societyt Iesu hondert iaeren langh beschermt tegen","Dutch","Jesuits of Aalst"
"W382","E364","M534","Verbeeldinghe van der arbeydt, ende vrvchten, der ","Dutch","Jesuits of Mechelen"
"W383","E365","M535","Zeno Imperator","Latin","Oratorians of Mechelen"
"W384","E366","M537","Den heylighen Sigismvndvs coningh van Burgundien","Dutch","Jesuits of Mechelen"
"W385","E367","M538","Het ongelijc leven en sterven vanden Rijcken-Vreck","Dutch","Jesuits of Gent"
"W386","E368","M539","Mauritius Keyser","Dutch","Jesuits of Ieper"
"W387","E369","M542","Stavrostrophvs door de vreese te vergeefs bevochte","Dutch","Jesuits of Mechelen"
"W388","E370","M543","Ioannes Angliae rex","Latin","Jesuits of Mechelen"
"W389","E371","M544","Mauritius Keyser van Roomen","Dutch","Jesuits of Oudenaarde"
"W390","E372","M545","Rarvm christianae pavpertatis docvmentvm in Chryso","Latin","Jesuits of Mechelen"
"W391","E373","M546","Louys le Debonnaire Empereur débouté de son throsn","French","Jesuits"
"W392","E374","M547","Heyligen Guillielmus, hertogh van Aquitanien","Dutch","Jesuits of Dunkerque"
"W393","E375","M548","Jovinian humilié par son ange","French","Jesuits of Valenciennes"
"W394","E376","M549","Verheffinghe van t’ H. Cruys door Heraclius verwin","Dutch","Jesuits of Aalst"
"W395","E377","M550","Amicitia in Phaedro & Charino","Latin","Jesuits of Mechelen"
"W396","E378","M552","Amicorum omnia communia","Latin","Jesuits of Mechelen"
"W397","E379","M554","Herodes saeviens","Latin","Emmanuel Rodriguez"
"W398","E380","M555","Joseph","French","Jesuits of Gent"
"W399","E381","M588","Mardochaeus auctoribus eloquentiae studiosis","Latin","Jesuits of Antwerpen"
"W400","E382","M602","Godtvruchtigh ende vermaeckelick bedrogh: Ioannes ","Dutch","Jesuits"
"W401","E383","M604","Joas coninck van Juda","Dutch","Jesuits of Antwerpen"
"W402","E384","M605","Zeno","Latin","Josephus Simonis"
"W403","E385","M606","Eulogius","Dutch","Jesuits of Cassel"
"W404","E386","M607","Ioseph Aegypti prorex a fratribus agnitus","Latin","Jesuits of Brussel"
"W405","E387","M609","Sapricio-Nicephorus","Latin","Jesuits of Roermond"
"W406","E388","M610","D. Ioannis Chrysostomi gloriosa reductio","Latin","Jesuits of Brugge"
"W407","E389","M611","David en Jonathas","Dutch","Jesuits of Gent"
"W408","E390","M612","Interludium conviviale domino D. Crueseno episcopo","Latin","Jesuits of Roermond"
"W409","E391","M613","Ioachimus met sijnen sone Iechonias","Dutch","Jesuits of Ieper"
"W410","E392","M614","Ioseph","Dutch","Jesuits of Oudenaarde"
"W411","E393","M619","Sanctus Hermenigildus Hispaniae Princeps","Latin","Jesuits of Brussel"
"W412","E394","M623","Voorspoedighe Wapenen in Iudas Machabaeus","Dutch","Jesuits of Brugge"
"W413","E395","M624","H. Nicolaus Tollentinas","Latin","Augustinians of Antwerpen"
"W414","E396","M625","Macchiavelli","Latin","Augustus Alstenius Bloemertius"
"W416","E398","M628","Regis regum unigenitus Christvs patiens pro Philot","Latin","Jesuits of Brussel"
"W417","E399","M630","Alexander Macedo","Latin","Jesuits of Gent"
"W418","E400","M631","Manasses rex Juda","Latin","Jesuits of Mechelen"
"W419","E401","M632","Vray modelle des Evesques remontré en Sainct Iean ","French","Jesuits of Ieper"
"W420","E402","M633","Amicitia foedere sancita duris rebus probata","Latin","Jesuits of Mechelen"
"W421","E403","M634","Bermhertige straffe Godts aenden Keyser Tiberius M","Dutch","Jesuits of Aalst"
"W422","E404","M635","Evlogivs","Latin","Jesuits of Mechelen"
"W423","E405","M636","Heylighe vyf wonden","Dutch","Augustinians of Gent"
"W424","E406","M637","Joseph den Patriarch","Dutch","Jesuits of Gent"
"W425","E407","M638","S. Henricus pius, fortis, pacificus, imperator","Latin","Jesuits of Ieper"
"W426","E408","M639","B. Ioannem Calibitam","Latin","Jesuits of Antwerpen"
"W427","E409","M642","Dry-dobbel verlies van Sapricius door den haet teg","Dutch","Jesuits of Brugge"
"W428","E410","M647","Hermenegildus","Latin","Nicolaus Vernulaeus"
"W429","E411","M649","Justum Dei judicium in rebelles parentibus filios,","Latin","Jesuits of Mechelen"
"W430","E412","M650","Joseph Patri redditus","Latin","Jacobus Libenius"
"W431","E413","M651","Lambertus","Latin","Nicolaus Vernulaeus"
"W432","E414","M657","Philantus","Dutch","Nicolaes Geeraerdts"
"W433","E415","M658","Philedonius","Latin","Franciscus van den Enden"
"W434","E416","M659","Alexander et Mechtildis regis Scotorum liberi","Latin","Jesuits of Mechelen"
"W435","E417","M660","Andria","Latin","Franciscus van den Enden"
"W436","E418","M661","Christelycke Sterckheydt ofte Marcvs ende Marcelli","Dutch","Jesuits of Aalst"
"W437","E419","M662","Ghestrafte ghiericheyt vertoont in Mauritius Keyse","Dutch","Jesuits of Kortrijk"
"W438","E420","M663","Joannes Calybita","Latin","Jesuits of Bergues"
"W439","E421","M664","Josue dux Israel","Latin","Jesuits of Brussel"
"W440","E422","M665","Trivmphe van het Catholyck gheloof sal verthoont w","Dutch","Jesuits of Dunkerque"
"W441","E423","M666","Aran et Titus","Latin","Johannes van Aelhuisen"
"W442","E424","M667","Diogenes redivivus","Latin","Johannes Amos Comenius"
"W443","E425","M668","Hermenigildus Hispaniae princeps martyr Leovigildi","Latin","Jesuits of Antwerpen"
"W444","E426","M669","Manasses coninck van Ierusalem","Dutch","Jesuits of Ieper"
"W445","E427","M670","Nicephoro-Sapritius","Latin","Jesuits of Gent"
"W446","E428","M671","Ruth ofte de ziele sich bereydende tot het H. Sacr","Dutch","Jesuits of Brugge"
"W447","E429","M672","Justum Dei judicium, seu Mauritius Orientis Impera","Latin","Jesuits of Mechelen"
"W448","E430","M673","Isaacius Angelus Keyser van Griecken-landt ghedrev","Dutch","Jesuits of Aalst"
"W449","E431","M674","Nederlandt door oorlogh verdruckt, verbeeldt door ","Dutch","Jesuits of Antwerpen"
"W450","E432","M675","Trebellivs christen coninck van bvlgarien= overwin","Dutch","Jesuits of Kortrijk"
"W451","E433","M676","La Paix et reconciliation de deux illustres freres","French","Jesuits of Lille"
"W452","E434","M677","Avaritia punita, seu Mauritius orientis imperator","Latin","Jesuits of Brussel"
"W453","E435","M678","Alexander soone van Alexander","Dutch","Jesuits of Roermond"
"W454","E436","M679","Den ghestraften Saul","Dutch","Jesuits of Antwerpen"
"W455","E437","M680","Inimicitiae fructus S. Nicephoro remittenti, Sapri","Latin","Jesuits of Antwerpen"
"W456","E438","M681","Isaacius Angelus, Keyser van Griecken-landt","Dutch","Jesuits of Bailleul"
"W457","E439","M682","Lex divina sub Antiocho patiens: in Eleazaro et vi","Latin","Jesuits of Mechelen"
"W458","E440","M683","Manasses conick van Juda","Dutch","Jesuits of Kortrijk"
"W459","E441","M684","Tydelycke wellusten, ghe-eyndight met de eeuwigje ","Dutch","Jesuits of Aalst"
"W460","E442","M685","Sanctus Franciscus Xaverius apostolus Indiae et Ia","Latin","Jesuits of Brussel"
"W461","E443","M686","Bertulfus","Dutch","Jesuits of Bailleul"
"W462","E444","M687","Boëtius, Borghmeester van Roomen","Dutch","Jesuits of Kortrijk"
"W463","E445","M688","Drama inter Lovaniensem Nympham, & duos Genios","Latin","Henricus Canisius"
"W464","E446","M689","Drama inter Phoebum, et Lovaniensem Eremum, ac Min","Latin","Henricus Canisius"
"W465","E447","M690","Impietatis Talio, sive Polyphontes patris ac filio","Latin","Jesuits of Antwerpen"
"W466","E448","M692","Rechtveerdich oordeel Godts ofte Mauritius Keyser ","Dutch","Jesuits of Cassel"
"W467","E449","M693","Triumphe van Iacobus ende Justus gebroeders ende m","Dutch","Jesuits of Aalst"
"W468","E450","M694","Mauritivs romanorvm jmperator metvens","Latin","Jesuits of Gent"
"W469","E451","M695","Christelycke vraecke in Wamba coninck der Gothen i","Dutch","Jesuits of Cassel"
"W470","E452","M696","De godtvrvchticheyt der kinderen streckende tot gh","Dutch","Jesuits of Kortrijk"
"W471","E453","M697","Exercitatio scholastica quinque classium","Latin","Jesuits of Brugge"
"W472","E454","M698","H. Xaverius apostel vanden Oosten ondervvijser der","Dutch","Jesuits of Cassel"
"W473","E455","M699","Heylighen Franciscus Xaverius, Apostel van Indien ","Dutch","Jesuits of Kortrijk"
"W474","E456","M701","Ionathas Machabaevs oppersten priester en capiteyn","Dutch","Jesuits of Ieper"
"W475","E457","M702","Joseph a fratribus venditus, Aegypti Dominus a fra","Latin","Jesuits of Brussel"
"W476","E458","M703","Laetsten nacht van Coningh Balthasar","Dutch","Jesuits of Kortrijk"
"W477","E459","M704","Mardochée enlevé par les adversités, triomphe de l","French","Jesuits of Dunkerque"
"W478","E460","M705","S. Iean Baptiste decapité par le commandement d’He","French","Jesuits of Halle"
"W479","E461","M706","Verloren Soon wulps door de Rijckdommen: aerm door","Dutch","Jesuits of Bailleul"
"W480","E462","M707","Versa est in luctum cythara mea","Latin","Jesuits of Antwerpen"
"W481","E463","M708","Xenophon met syne twee soonen Ioannes ende Arcadiu","Dutch","Jesuits of Aalst"
"W482","E464","M709","David cadens et resurgens","Latin","Guilielmus Jennyn"
"W483","E465","M710","Daniel in het belijden vanden waeren godt Stantvas","Dutch","Jesuits of Bailleul"
"W484","E466","M723","Ambrosius vervoordert tot het Bisdom van Milanen","Dutch","Jesuits of Brugge"
"W485","E467","M724","B. Macarius sive Hayto ex rege Armeniae canonicus","Latin","Jesuits of Antwerpen"
"W486","E468","M725","Eleazarvs ende de seven heylighe Machabaei voorvec","Dutch","Jesuits of Kortrijk"
"W487","E469","M726","Joas","Latin","Jesuits of Brussel"
"W488","E470","M727","Jonathas et David, par amicorum","Latin","Jesuits of Brussel"
"W489","E471","M728","Nicephorus ende Sapricius","Dutch","Jesuits of Bergues"
"W490","E472","M729","Theatrum pietatis et impietatis in Jaromiro et Uda","Latin","Jesuits of Gent"
"W491","E473","M730","Tragoedie Evstachivs in alle teghenspoet, onvvinba","Dutch","Jesuits of Ieper"
"W492","E474","M731","Blyden inganck van Phoebus ende Musen","Dutch","Jesuits of Gent"
"W493","E475","M732","Den Glorieusen strydt voor de wet Godts ende Victo","Dutch","Jesuits of Ieper"
"W494","E476","M733","Goddelycke wysheyt voor den Godts-dienst door den ","Dutch","Jesuits of Gent"
"W495","E477","M734","Manasses goddeloos, gestraft, ende bekeert","Dutch","Jesuits of Brugge"
"W496","E478","M735","Mardochaeus over den doodt-vyandt der Ioden Aman, ","Dutch","Jesuits of Kortrijk"
"W497","E479","M736","Saul ghestraft om sijne onghehoorsaemheydt","Dutch","Jesuits of Bailleul"
"W498","E480","M737","Triomphe de la foy catholique representée dans Mar","French","Jesuits of Oudenaarde"
"W499","E481","M738","Triumph van het Christen Gheloove in Titus Prince ","Dutch","Jesuits of Aalst"
"W500","E482","M739","Victoria martyrum de ferocia tyrannorum in Procopi","Latin","Jesuits of Antwerpen"
"W501","E483","M740","Vyandtschap onsaligh aen Sapricivs bly-eyndigh aen","Dutch","Jesuits of Kortrijk"
"W502","E484","M741","Aman et Mardochaeus","Latin","Jesuits of Antwerpen"
"W503","E485","M742","Den h. Martinvs bischop van Tovrs","Dutch","Jesuits of Ieper"
"W504","E486","M743","Eer-vluchtigen Alexander","Dutch","Jesuits of Ieper"
"W505","E487","M744","Eustachivs ende sijne huysvrouvve Theopista, met h","Dutch","Jesuits of Kortrijk"
"W506","E488","M746","Rycken vreck in weelde ghestraft ende Lazarus in e","Dutch","Jesuits of Oudenaarde"
"W507","E489","M747","Aman et Mardochée","French","Jesuits of Halle"
"W508","E490","M749","Clodoaldvs visv ac prole orbatvs vtrivsqve restitv","Latin","Jesuits of Brugge"
"W509","E491","M750","Cort-ryck van Demipho, voor eenen dagh Graef van V","Dutch","Jesuits of Kortrijk"
"W510","E492","M751","Iephte Israelis iudex","Latin","Jesuits of Brugge"
