"Work","Expression","Manifestation","Title","Lang","Author"
"W68","E29","M188","Macchabaeus sive constantia","Latin","Andreas Hoius"
"W69","E30","M157","Matthaeus","Latin","Andreas Hoius"
"W69","E30","M189","Matthaeus","Latin","Andreas Hoius"
"W70","E31","M162","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M168","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M178","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M186","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M196","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M205","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M228","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M255","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M263","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M496","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M570","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M615","Iosephus","Latin","Cornelius Schonaeus"
"W70","E31","M789","Josephus","Latin","Cornelius Schonaeus"
"W71","E32","M169","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M179","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M187","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M197","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M206","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M229","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M256","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M264","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M296","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M497","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M571","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M616","Iuditha","Latin","Cornelius Schonaeus"
"W71","E32","M788","Iuditha","Latin","Cornelius Schonaeus"
"W72","E33","M172","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M182","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M210","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M262","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M269","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M298","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M503","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M575","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W72","E33","M793","Pseudostratiotae","Latin","Cornelius Schonaeus"
"W73","E34","M173","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M183","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M192","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M200","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M211","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M232","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M259","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M267","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M507","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M576","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M620","Saulus","Latin","Cornelius Schonaeus"
"W73","E34","M794","Saulus","Latin","Cornelius Schonaeus"
"W74","E35","M194","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M204","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M221","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M352","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M486","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M568","Daniel","Latin","Cornelius Schonaeus"
"W74","E35","M784","Daniel","Latin","Cornelius Schonaeus"
"W75","E36","M203","Cunae","Latin","Cornelius Schonaeus"
"W75","E36","M485","Cunae","Latin","Cornelius Schonaeus"
"W75","E36","M567","Cunae","Latin","Cornelius Schonaeus"
"W75","E36","M783","Cunae","Latin","Cornelius Schonaeus"
"W76","E37","M212","Susanna","Latin","Cornelius Schonaeus"
"W76","E37","M223","Susanna","Latin","Cornelius Schonaeus"
"W76","E37","M361","Susanna","Latin","Cornelius Schonaeus"
"W76","E37","M509","Susanna","Latin","Cornelius Schonaeus"
"W76","E37","M577","Susanna","Latin","Cornelius Schonaeus"
"W76","E37","M795","Susanna","Latin","Cornelius Schonaeus"
"W77","E38","M214","Triumphus Christi","Latin","Cornelius Schonaeus"
"W77","E38","M224","Triumphus Christi","Latin","Cornelius Schonaeus"
"W77","E38","M362","Triumphus Christi","Latin","Cornelius Schonaeus"
"W77","E38","M511","Triumphus Christi","Latin","Cornelius Schonaeus"
"W77","E38","M579","Triumphus Christi","Latin","Cornelius Schonaeus"
"W77","E38","M797","Triumphus Christi","Latin","Cornelius Schonaeus"
"W78","E39","M215","Vitulus","Latin","Cornelius Schonaeus"
"W78","E39","M369","Vitulus","Latin","Cornelius Schonaeus"
"W78","E39","M581","Vitulus","Latin","Cornelius Schonaeus"
"W78","E39","M799","Vitulus","Latin","Cornelius Schonaeus"
"W79","E40","M218","Adamus exul","Latin","Hugo Grotius"
"W79","E40","M1864","Adamus exul","Latin","Hugo Grotius"
"W79","E40","M2128","Adamus exul","Latin","Hugo Grotius"
"W80","E41","M220","Ananias","Latin","Cornelius Schonaeus"
"W80","E41","M350","Ananias","Latin","Cornelius Schonaeus"
"W80","E41","M482","Ananias","Latin","Cornelius Schonaeus"
"W80","E41","M565","Ananias","Latin","Cornelius Schonaeus"
"W81","E42","M222","Pentecoste","Latin","Cornelius Schonaeus"
"W81","E42","M357","Pentecoste","Latin","Cornelius Schonaeus"
"W81","E42","M501","Pentecoste","Latin","Cornelius Schonaeus"
"W81","E42","M574","Pentecoste","Latin","Cornelius Schonaeus"
"W81","E42","M792","Pentecoste","Latin","Cornelius Schonaeus"
"W82","E43","M225","Typhlus","Latin","Cornelius Schonaeus"
"W82","E43","M363","Typhlus","Latin","Cornelius Schonaeus"
"W82","E43","M512","Typhlus","Latin","Cornelius Schonaeus"
"W82","E43","M580","Typhlus","Latin","Cornelius Schonaeus"
"W82","E43","M798","Typhlus","Latin","Cornelius Schonaeus"
"W83","E44","M226","Baptistes","Latin","Cornelius Schonaeus"
"W83","E44","M483","Baptistes","Latin","Cornelius Schonaeus"
"W83","E44","M566","Baptistes","Latin","Cornelius Schonaeus"
"W83","E44","M782","Baptistes","Latin","Cornelius Schonaeus"
"W84","E45","M227","Dyscoli","Latin","Cornelius Schonaeus"
"W84","E45","M490","Dyscoli","Latin","Cornelius Schonaeus"
"W84","E45","M569","Dyscoli","Latin","Cornelius Schonaeus"
"W84","E45","M785","Dyscoli","Latin","Cornelius Schonaeus"
"W85","E46","M234","Occasio arrepta neglecta, Huius commoda, illius in","Latin","Joannes David"
"W85","E46","M376","Occasio arrepta neglecta, Huius commoda, illius in","Latin","Joannes David"
"W86","E47","M238","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M284","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M341","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M443","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M445","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M446","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M513","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M515","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M553","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M748","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M775","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M839","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M840","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M1091","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M1099","Christus patiens","Latin","Hugo Grotius"
"W86","E47","M2247","Christus patiens","Latin","Hugo Grotius"
"W87","E48","M239","Iephthe","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W87","E48","M253","Iephthe","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W87","E48","M354","Iephthe","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W88","E49","M242","Carcer Babylonius","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W88","E49","M250","Carcer Babylonius","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W89","E50","M243","Gorcomienses sive Fidei exilium","Latin","Nicolaus Vernulaeus"
"W89","E50","M387","Gorcomienses sive Fidei exilium","Latin","Nicolaus Vernulaeus"
"W89","E50","M645","Gorcomienses sive Fidei exilium","Latin","Nicolaus Vernulaeus"
"W90","E51","M245","Thamara","Latin","Rochus Honerdus"
"W90","E51","M2164","Thamara","Latin","Rochus Honerdus"
"W91","E52","M270","Bustum Sodomae","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W91","E52","M351","Bustum Sodomae","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W92","E53","M272","Sedecias","Latin","Carolus Malapertius"
"W92","E53","M274","Sedecias","Latin","Carolus Malapertius"
"W92","E53","M299","Sedecias","Latin","Carolus Malapertius"
"W92","E53","M429","Sedecias","Latin","Carolus Malapertius"
"W92","E53","M430","Sedecias","Latin","Carolus Malapertius"
"W93","E54","M279","Amnon","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W93","E54","M349","Amnon","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W94","E55","M285","Flavius Belisarius","Latin","Jesuits of Mechelen"
"W94","E55","M1080","Flavius Belisarius","Latin","Jesuits of Mechelen"
"W95","E56","M295","Alfredus","Latin","Guilielmus Druraeus"
"W95","E56","M348","Alfredus","Latin","Guilielmus Druraeus"
"W95","E56","M536","Alfredus","Latin","Guilielmus Druraeus"
"W96","E57","M297","Mors","Latin","Guilielmus Druraeus"
"W96","E57","M356","Mors","Latin","Guilielmus Druraeus"
"W96","E57","M540","Mors","Latin","Guilielmus Druraeus"
"W97","E58","M306","Rosimunda","Latin","Jacob Zevecotius"
"W97","E58","M321","Rosimunda","Latin","Jacob Zevecotius"
"W97","E58","M334","Rosimunda","Latin","Jacob Zevecotius"
"W97","E58","M530","Rosimunda","Latin","Jacob Zevecotius"
"W98","E59","M310","Saul","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W98","E59","M346","Saul","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W99","E60","M318","Maria Graeca","Latin","Jacob Zevecotius"
"W99","E60","M333","Maria Graeca","Latin","Jacob Zevecotius"
"W99","E60","M529","Maria Graeca","Latin","Jacob Zevecotius"
"W100","E61","M323","Henricus Octavus seu schisma Anglicarum","Latin","Nicolaus Vernulaeus"
"W100","E61","M388","Henricus Octavus seu schisma Anglicarum","Latin","Nicolaus Vernulaeus"
"W100","E61","M646","Henricus Octavus seu schisma Anglicarum","Latin","Nicolaus Vernulaeus"
"W101","E62","M329","Ottocarus Bohemiae rex","Latin","Nicolaus Vernulaeus"
"W101","E62","M394","Ottocarus Bohemiae rex","Latin","Nicolaus Vernulaeus"
"W101","E62","M653","Ottocarus Bohemiae rex","Latin","Nicolaus Vernulaeus"
"W102","E63","M344","Conradinus","Latin","Nicolaus Vernulaeus"
"W102","E63","M381","Conradinus","Latin","Nicolaus Vernulaeus"
"W102","E63","M640","Conradinus","Latin","Nicolaus Vernulaeus"
"W103","E64","M345","Crispus","Latin","Nicolaus Vernulaeus"
"W103","E64","M382","Crispus","Latin","Nicolaus Vernulaeus"
"W103","E64","M641","Crispus","Latin","Nicolaus Vernulaeus"
"W104","E65","M358","Reparatus","Latin","Guilielmus Druraeus"
"W104","E65","M541","Reparatus","Latin","Guilielmus Druraeus"
"W105","E66","M359","Sampson","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W105","E66","M440","Sampson","Latin","Jacobus Cornelius Lummenaeus a Marca"
"W106","E67","M366","Ioseph","Latin","Jesuits of Antwerpen"
"W106","E67","M600","Ioseph","Latin","Jesuits of Antwerpen"
"W106","E67","M1450","Joseph","Latin","Jesuits of Antwerpen"
"W107","E68","M370","Maximus","Latin","Nicolaus Vernulaeus"
"W107","E68","M652","Maximus","Latin","Nicolaus Vernulaeus"
"W108","E70","M386","Eustachius","Latin","Nicolaus Vernulaeus"
"W108","E70","M643","Eustachius","Latin","Nicolaus Vernulaeus"
"W109","E71","M389","Ioanna Darcia","Latin","Nicolaus Vernulaeus"
"W109","E71","M648","Ioanna Darcia","Latin","Nicolaus Vernulaeus"
"W110","E73","M396","Rodericus fatalis","Latin","Emmanuel Rodriguez"
"W110","E73","M557","Rodericus fatalis","Latin","Emmanuel Rodriguez"
"W111","E74","M397","Stanislaus","Latin","Nicolaus Vernulaeus"
"W111","E74","M654","Stanislaus","Latin","Nicolaus Vernulaeus"
"W112","E75","M398","Theodoricus","Latin","Nicolaus Vernulaeus"
"W112","E75","M655","Theodoricus","Latin","Nicolaus Vernulaeus"
"W113","E76","M399","Thomas Cantuariensis","Latin","Nicolaus Vernulaeus"
"W113","E76","M656","Thomas Cantuariensis","Latin","Nicolaus Vernulaeus"
"W114","E77","M401","Herodes infanticida","Latin","Daniel Heinsius"
"W114","E77","M603","Herodes infanticida","Latin","Daniel Heinsius"
"W115","E79","M432","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M444","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M447","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M514","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M516","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M558","Sophompaneas","Latin","Hugo Grotius"
"W115","E79","M778","Sophompaneas","Latin","Hugo Grotius"
"W116","E80","M441","Terballvs","Latin","Jesuits of Mechelen"
"W116","E80","M1199","Terballus","Latin","Jesuits of Mechelen"
"W117","E81","M455","Fritlandus","Latin","Nicolaus Vernulaeus"
"W117","E81","M644","Fritlandus","Latin","Nicolaus Vernulaeus"
"W118","E82","M480","Joseph agnitus","Latin","Jacobus Libenius"
"W118","E82","M481","Joseph venditus","Latin","Jacobus Libenius"
"W119","E83","M556","Menecrates","Latin","Jesuits of Mechelen"
"W119","E83","M917","Menecrates","Latin","Jesuits of Mechelen"
"W120","E84","M559","Adelphi","Dutch","Henricus Osterharius"
"W120","E84","M559","Adelphi","Latin","Henricus Osterharius"
"W120","E84","M582","Adelphi","Dutch","Henricus Osterharius"
"W120","E84","M582","Adelphi","Latin","Henricus Osterharius"
"W120","E84","M711","Adelphi","Dutch","Henricus Osterharius"
"W120","E84","M711","Adelphi","Latin","Henricus Osterharius"
"W121","E85","M560","Andria","Dutch","Henricus Osterharius"
"W121","E85","M560","Andria","Latin","Henricus Osterharius"
"W121","E85","M583","Andria","Dutch","Henricus Osterharius"
"W121","E85","M583","Andria","Latin","Henricus Osterharius"
"W121","E85","M713","Andria","Dutch","Henricus Osterharius"
"W121","E85","M713","Andria","Latin","Henricus Osterharius"
"W122","E86","M561","Eunuchus","Dutch","Henricus Osterharius"
"W122","E86","M561","Eunuchus","Latin","Henricus Osterharius"
"W122","E86","M584","Eunuchus","Dutch","Henricus Osterharius"
"W122","E86","M584","Eunuchus","Latin","Henricus Osterharius"
"W122","E86","M715","Eunuchus","Dutch","Henricus Osterharius"
"W122","E86","M715","Eunuchus","Latin","Henricus Osterharius"
"W123","E87","M562","Heautontimorumenos","Dutch","Henricus Osterharius"
"W123","E87","M562","Heautontimorumenos","Latin","Henricus Osterharius"
"W123","E87","M585","Heautontimorumenos","Dutch","Henricus Osterharius"
"W123","E87","M585","Heautontimorumenos","Latin","Henricus Osterharius"
"W123","E87","M717","Heautontimorumenos","Dutch","Henricus Osterharius"
"W123","E87","M717","Heautontimorumenos","Latin","Henricus Osterharius"
"W124","E88","M563","Hecyra","Dutch","Henricus Osterharius"
"W124","E88","M563","Hecyra","Latin","Henricus Osterharius"
"W124","E88","M586","Hecyra","Dutch","Henricus Osterharius"
"W124","E88","M586","Hecyra","Latin","Henricus Osterharius"
"W124","E88","M719","Hecyra","Dutch","Henricus Osterharius"
"W124","E88","M719","Hecyra","Latin","Henricus Osterharius"
"W125","E89","M564","Phormio","Dutch","Henricus Osterharius"
"W125","E89","M564","Phormio","Latin","Henricus Osterharius"
"W125","E89","M587","Phormio","Dutch","Henricus Osterharius"
"W125","E89","M587","Phormio","Latin","Henricus Osterharius"
"W125","E89","M721","Phormio","Dutch","Henricus Osterharius"
"W125","E89","M721","Phormio","Latin","Henricus Osterharius"
"W126","E102","M626","Manasses, Coninck van Juda","Dutch","Jesuits of Aalst"
"W126","E102","M745","Manasses koningh van Juda","Dutch","Jesuits of Aalst"
"W127","E103","M691","Mauritius orientis imperator","Latin","Jesuits of Antwerpen"
"W127","E103","M966","Mauritius orientis imperator","Latin","Jesuits of Antwerpen"
"W128","E104","M830","Inconstantis Fortunae lusus in tribus Constantinop","Latin","Jesuits of Gent"
"W128","E104","M860","Inconstantis Fortunae lusus in tribus Constantinop","Latin","Jesuits of Gent"
"W129","E105","M891","Jonathas","Latin","Jesuits of Mechelen"
"W129","E105","M1117","Jonathas","Latin","Jesuits of Mechelen"
"W130","E107","M952","Wraecklust in Octavianus Augustus","Dutch","Augustinians of Gent"
"W130","E107","M1052","Wraeck-lust in Octavianus Augustus","Dutch","Augustinians of Gent"
"W131","E108","M953","Caecus a nativitate a Christo visu donatus","Latin","Jesuits of Gent"
"W131","E108","M954","Caecus á nativitate â Christo visu donatus","Latin","Jesuits of Gent"
"W132","E110","M1096","David","Latin","Jesuits of Mechelen"
"W132","E110","M1583","David","Latin","Jesuits of Mechelen"
"W133","E111","M1152","Felicitas","Latin","Augustinians of Antwerpen"
"W133","E111","M1845","Felicitas","Latin","Augustinians of Antwerpen"
"W134","E112","M1158","B. Aloysius Gonzaga","Latin","Jesuits of Ieper"
"W134","E112","M1362","S. Aloysius Gonzaga","Latin","Jesuits of Ieper"
"W135","E113","M1162","Fide; sed cui vide","Latin","Augustinians of Antwerpen"
"W135","E113","M1322","Fide, sed cui, vide","Latin","Augustinians of Antwerpen"
"W135","E113","M1410","Fide, sed cui, Vide","Latin","Augustinians of Antwerpen"
"W136","E114","M1182","Achas","Latin","Jesuits of Mechelen"
"W136","E114","M2009","Achan","Latin","Jesuits of Mechelen"
"W137","E115","M1196","Samaritanus","Latin","Jesuits of Mechelen"
"W137","E115","M1460","Samaritana","Latin","Jesuits of Mechelen"
"W138","E116","M1228","Jacobus Machabaeorum natu minimus","Latin","Jesuits of Mechelen"
"W138","E116","M1723","Jacobus Machabaeorum natu minimus","Latin","Jesuits of Mechelen"
"W139","E117","M1250","Judicium temerarium, sive Adolphus Teutonum comes","Latin","Augustinians of Antwerpen"
"W139","E117","M1774","Judicium temerarium sive Adolphus Teutonum comes","Latin","Augustinians of Antwerpen"
"W140","E118","M1262","Scaramouche medicus","Latin","Augustinians of Antwerpen"
"W140","E118","M1777","Scaramouche medicus","Latin","Augustinians of Antwerpen"
"W141","E120","M1279","Cyrus","Latin","Jesuits of Gent"
"W141","E120","M1345","Cyrus","Latin","Jesuits of Gent"
"W142","E121","M1280","David","Latin","Jesuits of Gent"
"W142","E121","M1317","David","Latin","Jesuits of Gent"
"W143","E122","M1285","Herodes","Latin","Jesuits of Ieper"
"W143","E122","M1324","Herodes","Latin","Jesuits of Ieper"
"W144","E123","M1297","Richardae in conjugem suum Robertum pia fidelitas ","Latin","Augustinians of Antwerpen"
"W144","E123","M1794","Richardae in conjugem suum Robertum pia fidelitas,","Latin","Augustinians of Antwerpen"
"W145","E124","M1299","Salomona","Latin","Jesuits of Mechelen"
"W145","E124","M1908","Salomona","Latin","Jesuits of Mechelen"
"W146","E125","M1304","Theophilus","Latin","Jesuits of Kortrijk"
"W146","E125","M1660","Theophilus","Latin","Jesuits of Kortrijk"
"W147","E126","M1356","Ingratitudo Bruti in patrem Severianum punita","Latin","Augustinians of Antwerpen"
"W147","E126","M1690","Ingratitudo Bruti in patrem severianum punita","Latin","Augustinians of Antwerpen"
"W148","E127","M1357","Jonathas","Latin","Jesuits of Ieper"
"W148","E127","M1741","Jonathas","Latin","Jesuits of Ieper"
"W149","E128","M1368","Titus Manlius","Latin","Jesuits of Kortrijk"
"W149","E128","M1527","Titus Manlius","Latin","Jesuits of Kortrijk"
"W150","E129","M1376","Decipitur crebro, faciles qui commodat aures","Latin","Augustinians of Antwerpen"
"W150","E129","M1444","Fallitur is crebrò, faciles qui commodat aures","Latin","Augustinians of Antwerpen"
"W150","E129","M1711","Decipitur crebrò, faciles qui commodat aures","Latin","Augustinians of Antwerpen"
"W151","E130","M1407","Daniël","Latin","Jesuits of Ieper"
"W151","E130","M1751","Daniel","Latin","Jesuits of Ieper"
"W152","E131","M1426","Rodericus rex, et Julianus comes","Latin","Augustinians of Antwerpen"
"W152","E131","M1900","Rodericus rex et Julianus comes","Latin","Augustinians of Antwerpen"
"W153","E132","M1502","Kindeken Jesus gevonden in den tempel","Dutch","Jesuits of Mechelen"
"W153","E132","M1965","Kindeken Jesus gevonden in den tempel","Dutch","Jesuits of Mechelen"
"W154","E134","M1546","Eleazarus","Latin","Jesuits of Mechelen"
"W154","E134","M1789","Eleazarus","Latin","Jesuits of Mechelen"
"W155","E135","M1565","Staet-gierigheydt bestraft in Amalaberga ende Herm","Dutch","Augustinians of Gent"
"W155","E135","M1566","Staet-gierigheyt bestraft in Amalaberga ende Hermo","Dutch","Augustinians of Gent"
"W156","E136","M1594","Ladislaus XV. Bohemorum rex","Latin","Augustinians of Gent"
"W156","E136","M1646","Ladislaus XV. Bohemorum rex","Latin","Augustinians of Gent"
"W157","E137","M1622","Ambitionis catastrophe sive Demetrius Griska Russi","Latin","Augustinians of Gent"
"W157","E137","M1623","Ambitiosis catastrophe, Demetrius Grisca Russiae a","Latin","Augustinians of Gent"
"W158","E138","M1671","Sedecias","Latin","Augustinians of Antwerpen"
"W158","E138","M1919","Sedecias","Latin","Augustinians of Antwerpen"
"W159","E139","M1678","Joseph van syne broeders verkocht","Dutch","Jesuits of Gent"
"W159","E139","M1698","Joseph van syne broeders erkent","Dutch","Jesuits of Gent"
"W160","E140","M1710","Civis nobilitatem affectans","Latin","Augustinians of Antwerpen"
"W160","E140","M1815","Civis nobilitatem affectans","Latin","Augustinians of Antwerpen"
"W161","E141","M1728","Samson","Latin","Augustinians of Antwerpen"
"W161","E141","M1875","Samson","Latin","Augustinians of Antwerpen"
"W162","E142","M1804","Romanus Diogenes utriusque fortunae synopsis","Latin","Augustinians of Antwerpen"
"W162","E142","M1805","Romanus Diogenes utriusque fortunae synopsis","Latin","Augustinians of Antwerpen"
"W163","E143","M1958","Esther","Dutch","Augustinians of Antwerpen"
"W163","E143","M1958","Esther","Latin","Augustinians of Antwerpen"
"W163","E143","M2122","Esther","Dutch","Augustinians of Antwerpen"
"W163","E143","M2122","Esther","Latin","Augustinians of Antwerpen"
"W164","E144","M1979","Verduldige liefde van Joseph","Dutch","Augustinians of Antwerpen"
"W164","E144","M2118","De verduldige liefde van Joseph","Dutch","Augustinians of Antwerpen"
"W165","E145","M1980","Achab koning van Israël","Dutch","Augustinians of Antwerpen"
"W165","E145","M1980","Achab rex Israël","Latin","Augustinians of Antwerpen"
"W165","E145","M2007","Saul, koning van Israël","Dutch","Augustinians of Antwerpen"
"W165","E145","M2007","Saul, rex Israël","Latin","Augustinians of Antwerpen"
"W166","E146","M2008","Jephte","Dutch","Jesuits of Gent"
"W166","E146","M2008","Jephte","Latin","Jesuits of Gent"
"W166","E146","M2253","Jephte","Dutch","Jesuits of Gent"
"W166","E146","M2253","Jephte","Latin","Jesuits of Gent"
"W167","E147","M2094","Pharao","Dutch","Jesuits of Gent"
"W167","E147","M2094","Pharao","Latin","Jesuits of Gent"
"W167","E147","M2095","Pharao","Dutch","Jesuits of Gent"
"W167","E147","M2095","Pharao","Latin","Jesuits of Gent"
"W168","E148","M2111","Studentes, sive comoedia de vita studiosorum","Latin","Christophorus Stymmelius"
"W168","E148","M2113","Studentes, sive comoedia de vita studiosorum","Latin","Christophorus Stymmelius"
"W169","E149","M4","Dido","Latin","Adrianus Barlandus"
"W170","E150","M5","De passione Domini Nostri Jesu Christi","Latin","Joannes Franciscus Quintianus Stoa"
"W171","E151","M7","Scenica Progymnasmata hoc est Ludicra praeexercita","Latin","Joannes Reuchlin"
"W172","E152","M8","Vinctus","Latin","Petrus Nannius"
"W173","E153","M15","Plausus luctificae mortis","Latin","Eusebius Candidus"
"W174","E154","M17","Clericus eques","Latin","Johannes Placentius"
"W175","E155","M18","Susanna","Latin","Eusebius Candidus"
"W176","E156","M82","Medea Euripidis","Latin","Petreius Tiara"
"W177","E157","M95","Edessa, sive Hester","Latin","Franciscus Eutrachelus"
"W178","E158","M101","Christus Patiens","Latin","Fabricius Ruremundanus"
"W179","E159","M118","Hypomone seu patientia","Latin","Georgius Macropedius"
"W180","E160","M119","Jesus scholasticus","Latin","Georgius Macropedius"
"W181","E161","M120","Laurentias","Latin","Gregorius Holonius"
"W182","E162","M124","Dido","Latin","Aulus Gerardus Dalanthus"
"W183","E163","M125","Dido","Latin","Petrus Ligneus"
"W184","E164","M127","Exodus sive transitus maris rubri","Latin","Cornelius Laurimanus"
"W185","E167","M132","Salomon","Latin","Bernardus Everardus"
"W186","E168","M134","Miles Christianus","Latin","Cornelius Laurimanus"
"W187","E169","M140","De instauratione Hierosolymae","Latin","Cornelius Schonaeus"
"W188","E170","M147","Lazarus","Latin","Georgius Macropedius"
"W189","E171","M151","Redemptio nostra","Latin","Jacobus Vivarius"
"W190","E172","M160","Magdalis","Latin","Gulielmus Gazaeus"
"W191","E173","M161","Martyrium S. Catharinae","Latin","Lambertus Schenkelius"
"W192","E174","M175","Hecastus","Latin","Johannes Heckius"
"W193","E175","M176","Constantinus","Latin","Jean-Baptiste Gramaye"
"W194","E176","M177","Elias","Latin","Jean-Baptiste Gramaye"
